Ship-To Code,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Bill-to Customer Site,Disc Due Date,Primary Salesperson,Ship to,Bill-to Customer Account Number,Ship-to Site
55932,Conversion,Invoice,Invoice,Yes,Complete,TRANE JACKSON,5179.2,USD,46156,Etairos,46173,27042,46156,EBS House Account,TRANE JACKSON,15883,31636
55933,Conversion,Credit Memo,Credit Memo,Yes,Complete,TRANE JACKSON,-4603.2,USD,46156,Etairos,46173,27042,,EBS House Account,TRANE JACKSON,15883,31636
55934,Conversion,Invoice,Invoice,Yes,Complete,SALVATION ARMY KROC CENTER,255,USD,46156,Etairos,46173,26403,46186,EBS House Account,SALVATION ARMY KROC CENTER,16229,31275
55935,Conversion,Invoice,Invoice,Yes,Complete,TERRY SERVICE INC,3570.09,USD,46156,Etairos,46173,28070,46186,EBS House Account,TERRY SERVICE INC,16043,30779
53211,Conversion,Invoice,Invoice,Yes,Complete,GENTRY'S HEATING & COOLING MECHANICAL CONTRACTORS LLC,235.96,USD,46022,Etairos,46173,26942,46052,EBS House Account,GENTRY'S HEATING & COOLING MECHANICAL CONTRACTORS LLC,17318,30349
53273,Conversion,Invoice,Invoice,Yes,Complete,GKG CONTRACTORS LLC,473.19,USD,46029,Etairos,46173,27867,46059,EBS House Account,GKG CONTRACTORS LLC,16172,31157
53281,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,1032.83,USD,46022,Etairos,46173,28139,46052,EBS House Account,RHODES COLLEGE,15581,31940
53295,Conversion,Invoice,Invoice,Yes,Complete,ENGINEERED COMFORT INC,200.84,USD,46022,Etairos,46173,28097,46052,EBS House Account,ENGINEERED COMFORT INC,16212,30487
53315,Conversion,Invoice,Invoice,Yes,Complete,RGB MECHANICAL,980,USD,46022,Etairos,46173,26463,46052,EBS House Account,RGB MECHANICAL,17157,31377
53325,Conversion,Invoice,Invoice,Yes,Complete,GKG CONTRACTORS LLC,3300,USD,46030,Etairos,46173,27867,46060,EBS House Account,GKG CONTRACTORS LLC,16172,31157
53406,Conversion,Invoice,Invoice,Yes,Complete,JIJI CONSTRUCTION LLC,1257.86,USD,46036,Etairos,46173,27567,46066,EBS House Account,JIJI CONSTRUCTION LLC,16334,32226
53410,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,1166,USD,46036,Etairos,46173,28092,46066,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
53421,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,2387.07,USD,46036,Etairos,46173,12005,46066,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
53436,Conversion,Invoice,Invoice,Yes,Complete,OBION CO BOARD OF EDUCATION,114.62,USD,46036,Etairos,46173,26871,46066,EBS House Account,OBION CO BOARD OF EDUCATION,16308,32111
53494,Conversion,Invoice,Invoice,Yes,Complete,GENTRY'S HEATING & COOLING MECHANICAL CONTRACTORS LLC,1829.62,USD,46043,Etairos,46173,26942,46073,EBS House Account,GENTRY'S HEATING & COOLING MECHANICAL CONTRACTORS LLC,17318,30349
53557,Conversion,Invoice,Invoice,Yes,Complete,MEMPHIS MECHANCIAL SVCS INC,300.51,USD,46044,Etairos,46173,26561,46074,EBS House Account,MEMPHIS MECHANCIAL SVCS INC,17257,30420
55339,Conversion,Invoice,Invoice,Yes,Complete,JONES LANG LASALLE AMERICAS,589.68,USD,46126,Etairos,46173,26901,46186,EBS House Account,JONES LANG LASALLE AMERICAS,16408,31197
55347,Conversion,Invoice,Invoice,Yes,Complete,WILLIAMS MECHANICAL SERVICES,349,USD,46127,Etairos,46173,26974,46127,EBS House Account,WILLIAMS MECHANICAL SERVICES,15310,31846
55368,Conversion,Invoice,Invoice,Yes,Complete,DESOTO COUNTY SCHOOLS,4651.19,USD,46127,Etairos,46173,27494,46157,EBS House Account,DESOTO COUNTY SCHOOLS,15532,30680
55390,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,85.98,USD,46132,Etairos,46173,27077,46162,EBS House Account,SOEFKER SERVICES,16104,31859
55391,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,109.75,USD,46132,Etairos,46173,12005,46162,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
56143,Conversion,Invoice,Invoice,Yes,Complete,MIDWEST MACHINERY KC NEWCO LLC,972.93,USD,46163,Etairos,46173,26681,46193,EBS House Account,MIDWEST MACHINERY KC NEWCO LLC,15292,30929
56144,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,47.56,USD,46163,Etairos,46173,26278,46193,EBS House Account,OSB SERVICES LLC,15604,30980
56146,Conversion,Invoice,Invoice,Yes,Complete,CS3 INC,2379.71,USD,46163,Etairos,46173,27358,46193,EBS House Account,CS3 INC,17252,30580
56147,Conversion,Invoice,Invoice,Yes,Complete,TRI STAR COMPANIES INC,4944.43,USD,46163,Etairos,46173,28441,46193,EBS House Account,TRI STAR COMPANIES INC,17303,31323
56148,Conversion,Invoice,Invoice,Yes,Complete,MECHANICAL SERVICES LLC,149.39,USD,46163,Etairos,46173,27074,46193,EBS House Account,MECHANICAL SERVICES LLC,16103,30355
56149,Conversion,Invoice,Invoice,Yes,Complete,TEEMS & DEMOVILLE MECH CONTR,15.37,USD,46163,Etairos,46173,27526,46193,EBS House Account,TEEMS & DEMOVILLE MECH CONTR,16195,30467
56150,Conversion,Invoice,Invoice,Yes,Complete,MITCH CO INC,726.93,USD,46163,Etairos,46173,28135,46193,EBS House Account,MITCH CO INC,16480,32154
56151,Conversion,Invoice,Invoice,Yes,Complete,COOPER ELECTRIC MOTOR SERVICE,3338.77,USD,46163,Etairos,46173,27478,46193,EBS House Account,COOPER ELECTRIC MOTOR SERVICE,15773,32300
56170,Conversion,Invoice,Invoice,Yes,Complete,CARTYS COOLING COMPANY,58.32,USD,46163,Etairos,46173,27808,46193,EBS House Account,CARTYS COOLING COMPANY,16162,30781
56171,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,1157.41,USD,46163,Etairos,46173,27077,46193,EBS House Account,SOEFKER SERVICES,16104,31859
56172,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,108.17,USD,46163,Etairos,46173,27077,46193,EBS House Account,SOEFKER SERVICES,16104,31859
56176,Conversion,Invoice,Invoice,Yes,Complete,GARRETT PLUMBING & HEATING,383.27,USD,46163,Etairos,46173,27802,46193,EBS House Account,GARRETT PLUMBING & HEATING,16577,30691
11991,Conversion,Credit Memo,Credit Memo,Yes,Complete,MOTION INDUSTRIES -BHAM,-165.62,USD,44227,Etairos,46173,28263,,EBS House Account,MOTION INDUSTRIES -BHAM,15492,32406
11053,Conversion,Invoice,Invoice,Yes,Complete,HOME2 SUITES - BATESVILLE,1006.84,USD,44181,Etairos,46173,27878,44211,EBS House Account,HOME2 SUITES - BATESVILLE,15623,31169
11791,Conversion,Invoice,Invoice,Yes,Complete,KJK PROPERTY MGMT,1732.14,USD,44227,Etairos,46173,27194,44257,EBS House Account,KJK PROPERTY MGMT,17150,31189
12501,Conversion,Credit Memo,Credit Memo,Yes,Complete,BERNHARD MCC LLC,-37.68,USD,44256,Etairos,46173,27827,,EBS House Account,BERNHARD MCC LLC,15609,31962
53558,Conversion,Invoice,Invoice,Yes,Complete,MEMPHIS MECHANCIAL SVCS INC,300.51,USD,46044,Etairos,46173,26561,46074,EBS House Account,MEMPHIS MECHANCIAL SVCS INC,17257,30420
53574,Conversion,Invoice,Invoice,Yes,Complete,ESM MEMPHIS LLC,146.25,USD,46045,Etairos,46173,27427,46075,EBS House Account,ESM MEMPHIS LLC,16005,30573
53589,Conversion,Invoice,Invoice,Yes,Complete,A & B MECHANICAL INC,976.04,USD,46045,Etairos,46173,26795,46075,EBS House Account,A & B MECHANICAL INC,15369,31569
53608,Conversion,Invoice,Invoice,Yes,Complete,GRAINGER,115.34,USD,46045,Etairos,46173,28442,46075,EBS House Account,GRAINGER,15641,30610
53640,Conversion,Invoice,Invoice,Yes,Complete,BUTCHER & LAWSON AIR CONDITION,17.24,USD,46048,Etairos,46173,27293,46078,EBS House Account,BUTCHER & LAWSON AIR CONDITION,15635,30535
53642,Conversion,Invoice,Invoice,Yes,Complete,BUTCHER & LAWSON AIR CONDITION,72.02,USD,46048,Etairos,46173,27293,46078,EBS House Account,BUTCHER & LAWSON AIR CONDITION,15635,30535
55460,Conversion,Invoice,Invoice,Yes,Complete,CHAWLA HOTELS,588.5,USD,46135,Etairos,46173,26590,46165,EBS House Account,CHAWLA HOTELS,17210,30416
53722,Conversion,Invoice,Invoice,Yes,Complete,GENTRY'S HEATING & COOLING MECHANICAL CONTRACTORS LLC,10316.5,USD,46049,Etairos,46173,26942,46079,EBS House Account,GENTRY'S HEATING & COOLING MECHANICAL CONTRACTORS LLC,17318,30349
53768,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,835.17,USD,46051,Etairos,46173,27077,46081,EBS House Account,SOEFKER SERVICES,16104,31859
53786,Conversion,Credit Memo,Credit Memo,Yes,Complete,ACY SERVICES LLC,-2792,USD,46051,Etairos,46173,27715,,EBS House Account,ACY SERVICES LLC,15201,32365
53797,Conversion,Invoice,Invoice,Yes,Complete,KERIOTH,502.9,USD,46052,Etairos,46173,27665,46082,EBS House Account,KERIOTH,17151,31811
53812,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,4154.98,USD,46052,Etairos,46173,27958,46082,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
53827,Conversion,Invoice,Invoice,Yes,Complete,APPLIED INDUSTRIAL TECHNOLOGIE,380.57,USD,46052,Etairos,46173,27133,46082,EBS House Account,APPLIED INDUSTRIAL TECHNOLOGIE,16457,31139
53835,Conversion,Invoice,Invoice,Yes,Complete,PIKE COUNTY ARTS BUILDING,471.1,USD,46053,Etairos,46173,26696,46083,EBS House Account,PIKE COUNTY ARTS BUILDING,17338,30609
55413,Conversion,Invoice,Invoice,Yes,Complete,JR STEWART PUMP & EQUIPMENT,1189.85,USD,46133,Etairos,46173,27873,46163,EBS House Account,JR STEWART PUMP & EQUIPMENT,16180,32456
56177,Conversion,Invoice,Invoice,Yes,Complete,COLLIERVILLE SCHOOLS,1095,USD,46163,Etairos,46173,26937,46193,EBS House Account,COLLIERVILLE SCHOOLS,15757,31610
56178,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF TENNESSEE,1021.2,USD,46164,Etairos,46173,26972,46194,EBS House Account,UNIVERSITY OF TENNESSEE,16062,32403
56180,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,660.96,USD,46164,Etairos,46173,27958,46194,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
56181,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,714.8,USD,46164,Etairos,46173,27159,46194,EBS House Account,DAMON-MARCUS CO,17005,30901
56184,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,77.28,USD,46164,Etairos,46173,27159,46194,EBS House Account,DAMON-MARCUS CO,17005,30901
56185,Conversion,Invoice,Invoice,Yes,Complete,AIRETECH CORP,335.29,USD,46164,Etairos,46173,28424,46194,EBS House Account,AIRETECH CORP,16519,32017
56186,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,186.06,USD,46164,Etairos,46173,27159,46194,EBS House Account,DAMON-MARCUS CO,17005,30901
56187,Conversion,Credit Memo,Credit Memo,Yes,Complete,UNIVERSITY OF MEMPHIS,-1272.25,USD,46164,Etairos,46173,27623,,EBS House Account,UNIVERSITY OF MEMPHIS,15963,30743
56188,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,2046.48,USD,46164,Etairos,46173,27077,46194,EBS House Account,SOEFKER SERVICES,16104,31859
56190,Conversion,Invoice,Invoice,Yes,Complete,DZIADEK A/C & REFRIGERATION,616.9,USD,46164,Etairos,46173,27858,46194,EBS House Account,DZIADEK A/C & REFRIGERATION,16856,31595
56191,Conversion,Invoice,Invoice,Yes,Complete,ACY SERVICES LLC,493.55,USD,46164,Etairos,46173,27715,46194,EBS House Account,ACY SERVICES LLC,15201,32365
56192,Conversion,Invoice,Invoice,Yes,Complete,ENGINEERED COMFORT INC,126.77,USD,46164,Etairos,46173,28097,46194,EBS House Account,ENGINEERED COMFORT INC,16212,30487
56193,Conversion,Invoice,Invoice,Yes,Complete,RGB SERVICE,1870.8,USD,46164,Etairos,46173,26330,46194,EBS House Account,RGB SERVICE,17034,31975
16825,Conversion,Invoice,Invoice,Yes,Complete,HAMPTON INN - HUMPHREYS,1171.9,USD,44431,Etairos,46173,27608,44461,EBS House Account,HAMPTON INN - HUMPHREYS,16694,30816
17304,Conversion,Invoice,Invoice,Yes,Complete,THE ECONOMIC EMPOWERMENT MODEL,3746.16,USD,44442,Etairos,46173,28100,44472,EBS House Account,THE ECONOMIC EMPOWERMENT MODEL,16913,32466
19803,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS MEMPHIS,1381.92,USD,44551,Etairos,46173,26977,44581,EBS House Account,JOHNSON CONTROLS MEMPHIS,15317,31038
22012,Conversion,Invoice,Invoice,Yes,Complete,CHANCELLOR'S HOUSE OXFORD,8530.76,USD,44649,Etairos,46173,28265,44679,EBS House Account,CHANCELLOR'S HOUSE OXFORD,16067,30858
22013,Conversion,Invoice,Invoice,Yes,Complete,CHANCELLOR'S HOUSE OXFORD,8051.36,USD,44649,Etairos,46173,28265,44679,EBS House Account,CHANCELLOR'S HOUSE OXFORD,16067,30858
22232,Conversion,Invoice,Invoice,Yes,Complete,PIP PRINTING,2148.72,USD,44658,Etairos,46173,28015,44688,EBS House Account,PIP PRINTING,16327,31904
53837,Conversion,Invoice,Invoice,Yes,Complete,IMANI PICAYUNE HOTEL,1343.92,USD,46053,Etairos,46173,26287,46083,EBS House Account,IMANI PICAYUNE HOTEL,16954,31165
53848,Conversion,Invoice,Invoice,Yes,Complete,BLUFF CITY FIRE PROT & MECH,2272.07,USD,46053,Etairos,46173,26846,46083,EBS House Account,BLUFF CITY FIRE PROT & MECH,15961,31359
53885,Conversion,Invoice,Invoice,Yes,Complete,DONAGHEY MECHANICAL CONTRACTOR,32765,USD,46055,Etairos,46173,28310,46085,EBS House Account,DONAGHEY MECHANICAL CONTRACTOR,16965,31781
53957,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF TENNESSEE,714.81,USD,46058,Etairos,46173,26972,46088,EBS House Account,UNIVERSITY OF TENNESSEE,16062,32403
53966,Conversion,Invoice,Invoice,Yes,Complete,LITTLE ROCK WINNELSON #232,155.38,USD,46058,Etairos,46173,27109,46088,EBS House Account,LITTLE ROCK WINNELSON #232,16205,30796
53972,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,13.69,USD,46059,Etairos,46173,27077,46089,EBS House Account,SOEFKER SERVICES,16104,31859
53992,Conversion,Invoice,Invoice,Yes,Complete,BILLY ROGERS PLBG HTG & AIR,262.1,USD,46059,Etairos,46173,26502,46089,EBS House Account,BILLY ROGERS PLBG HTG & AIR,16657,32348
54032,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,292.77,USD,46062,Etairos,46173,28092,46092,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
54068,Conversion,Invoice,Invoice,Yes,Complete,1385 CORPORATE AVENUE LLC,514.18,USD,46064,Etairos,46173,28142,46094,EBS House Account,1385 CORPORATE AVENUE LLC,17260,30426
55441,Conversion,Invoice,Invoice,Yes,Complete,MODERN AIR CONDITIONING & HTG,339.37,USD,46135,Etairos,46173,28383,46165,EBS House Account,MODERN AIR CONDITIONING & HTG,16379,32259
55445,Conversion,Invoice,Invoice,Yes,Complete,OCHSNER HEALTH SYSTEM,3316.17,USD,46135,Etairos,46173,26578,46165,EBS House Account,OCHSNER HEALTH SYSTEM,17173,32234
55453,Conversion,Invoice,Invoice,Yes,Complete,CAET RESTAURANTS,604.55,USD,46135,Etairos,46173,27409,46165,EBS House Account,CAET RESTAURANTS,16729,31360
55454,Conversion,Invoice,Invoice,Yes,Complete,OCHSNER HEALTH SYSTEM,525,USD,46135,Etairos,46173,26578,46165,EBS House Account,OCHSNER HEALTH SYSTEM,17173,32234
55459,Conversion,Invoice,Invoice,Yes,Complete,KERIOTH,502.9,USD,46135,Etairos,46173,27665,46165,EBS House Account,KERIOTH,17151,31811
55436,Conversion,Invoice,Invoice,Yes,Complete,BROUSSARD MECHANICAL,281.93,USD,46134,Etairos,46173,28071,46164,EBS House Account,BROUSSARD MECHANICAL,16159,32436
55461,Conversion,Invoice,Invoice,Yes,Complete,CHAWLA HOTELS,588.5,USD,46135,Etairos,46173,26590,46165,EBS House Account,CHAWLA HOTELS,17210,30416
55462,Conversion,Invoice,Invoice,Yes,Complete,CHAWLA HOTELS,588.5,USD,46135,Etairos,46173,26590,46165,EBS House Account,CHAWLA HOTELS,17210,30416
55463,Conversion,Invoice,Invoice,Yes,Complete,CHAWLA HOTELS,588.5,USD,46135,Etairos,46173,26590,46165,EBS House Account,CHAWLA HOTELS,17210,30416
55465,Conversion,Invoice,Invoice,Yes,Complete,CHAWLA HOTELS,588.5,USD,46135,Etairos,46173,26590,46165,EBS House Account,CHAWLA HOTELS,17210,30416
55468,Conversion,Invoice,Invoice,Yes,Complete,CHAWLA HOTELS,588.5,USD,46135,Etairos,46173,26590,46165,EBS House Account,CHAWLA HOTELS,17210,30416
55590,Conversion,Invoice,Invoice,Yes,Complete,ENGINEERED COMFORT INC,395.83,USD,46141,Etairos,46173,28097,46171,EBS House Account,ENGINEERED COMFORT INC,16212,30487
55596,Conversion,Invoice,Invoice,Yes,Complete,CS3 INC,812.81,USD,46141,Etairos,46173,27358,46171,EBS House Account,CS3 INC,17252,30580
55600,Conversion,Invoice,Invoice,Yes,Complete,AMERICAN ESOTERIC LABORATORIES,3113.96,USD,46141,Etairos,46173,27982,46171,EBS House Account,AMERICAN ESOTERIC LABORATORIES,15667,32103
55602,Conversion,Invoice,Invoice,Yes,Complete,NORFOLK SOUTHERN INTERMODAL TERMINAL,833.99,USD,46141,Etairos,46173,26556,46171,EBS House Account,NORFOLK SOUTHERN INTERMODAL TERMINAL,16429,31935
55604,Conversion,Invoice,Invoice,Yes,Complete,ENFRA MCC LLC,12718.41,USD,46141,Etairos,46173,27598,46171,EBS House Account,ENFRA MCC LLC,16702,30723
55605,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,247.22,USD,46141,Etairos,46173,27958,46171,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55606,Conversion,Invoice,Invoice,Yes,Complete,JM SMUCKER COMPANY,21011.26,USD,46141,Etairos,46173,27136,46171,EBS House Account,JM SMUCKER COMPANY,16534,30344
55610,Conversion,Invoice,Invoice,Yes,Complete,HYATT CENTRIC BEALE STREET,2449.34,USD,46141,Etairos,46173,27110,46171,EBS House Account,HYATT CENTRIC BEALE STREET,16182,30797
55612,Conversion,Invoice,Invoice,Yes,Complete,SHREYA INVESTMENTS,3093.23,USD,46141,Etairos,46173,27605,46171,EBS House Account,SHREYA INVESTMENTS,15909,30809
55613,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,662.73,USD,46141,Etairos,46173,26278,46171,EBS House Account,OSB SERVICES LLC,15604,30980
55622,Conversion,Invoice,Invoice,Yes,Complete,SHREYA INVESTMENTS,2160,USD,46141,Etairos,46173,27605,46171,EBS House Account,SHREYA INVESTMENTS,15909,30809
55624,Conversion,Invoice,Invoice,Yes,Complete,GKG CONTRACTORS LLC,2032.78,USD,46141,Etairos,46173,27867,46171,EBS House Account,GKG CONTRACTORS LLC,16172,31157
55625,Conversion,Invoice,Invoice,Yes,Complete,THE ORPHEUM,561.72,USD,46141,Etairos,46173,27092,46171,EBS House Account,THE ORPHEUM,16112,31069
55626,Conversion,Invoice,Invoice,Yes,Complete,AOC ALIANCYS LLC,998.16,USD,46141,Etairos,46173,26584,46171,EBS House Account,AOC ALIANCYS LLC,15569,31110
23812,Conversion,Invoice,Invoice,Yes,Complete,NANCE MECHANICAL,1570.32,USD,44742,Etairos,46173,28078,44772,EBS House Account,NANCE MECHANICAL,16961,30790
24078,Conversion,Invoice,Invoice,Yes,Complete,MLM MEDICAL LABS,458.23,USD,44754,Etairos,46173,26837,44784,EBS House Account,MLM MEDICAL LABS,16643,30732
25307,Conversion,Credit Memo,Credit Memo,Yes,Complete,IVEY MECHANICAL CO LLC,-817.42,USD,44796,Etairos,46173,28305,,EBS House Account,IVEY MECHANICAL CO LLC,16191,32446
22807,Conversion,Invoice,Invoice,Yes,Complete,NANCE MECHANICAL,592,USD,44693,Etairos,46173,28078,44723,EBS House Account,NANCE MECHANICAL,16961,30790
54135,Conversion,Invoice,Invoice,Yes,Complete,WALK-OFF PROPERTIES,2663.56,USD,46069,Etairos,46173,26719,46099,EBS House Account,WALK-OFF PROPERTIES,16625,32176
54141,Conversion,Invoice,Invoice,Yes,Complete,BLYTHEVILLE-GOSNELL REGIONAL AIRPORT AUTHORITY,4963.3,USD,46069,Etairos,46173,26280,46099,EBS House Account,BLYTHEVILLE-GOSNELL REGIONAL AIRPORT AUTHORITY,16904,31784
54183,Conversion,Invoice,Invoice,Yes,Complete,GRINDER TABER & GRINDER,31087.68,USD,46070,Etairos,46173,27360,46100,EBS House Account,GRINDER TABER & GRINDER,17215,31938
54194,Conversion,Invoice,Invoice,Yes,Complete,MULTI-CRAFT CONTRACTORS INC,153.12,USD,46070,Etairos,46173,26674,46100,EBS House Account,MULTI-CRAFT CONTRACTORS INC,15970,32349
54228,Conversion,Invoice,Invoice,Yes,Complete,GIBBS SERVICE COMPANY,569.03,USD,46071,Etairos,46173,28405,46101,EBS House Account,GIBBS SERVICE COMPANY,15721,31926
54231,Conversion,Invoice,Invoice,Yes,Complete,BILLY ROGERS PLBG HTG & AIR,182.19,USD,46071,Etairos,46173,26502,46101,EBS House Account,BILLY ROGERS PLBG HTG & AIR,16657,32348
55908,Conversion,Invoice,Invoice,Yes,Complete,HOBBS & ASSOCIATES INC,403,USD,46155,Etairos,46173,27836,46185,EBS House Account,HOBBS & ASSOCIATES INC,16911,30799
54295,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF TENNESSEE,2397.36,USD,46072,Etairos,46173,26972,46102,EBS House Account,UNIVERSITY OF TENNESSEE,16062,32403
54302,Conversion,Invoice,Invoice,Yes,Complete,J L ROBERTS MECHANICAL,27.59,USD,46072,Etairos,46173,27778,46102,EBS House Account,J L ROBERTS MECHANICAL,16500,31218
54306,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,1712.1,USD,46072,Etairos,46173,12005,46102,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
54396,Conversion,Invoice,Invoice,Yes,Complete,JONES LANG LASALLE AMERICAS,1830.51,USD,46077,Etairos,46173,26901,46137,EBS House Account,JONES LANG LASALLE AMERICAS,16408,31197
55472,Conversion,Invoice,Invoice,Yes,Complete,WENDELTA INC,1617.2,USD,46135,Etairos,46173,28431,46165,EBS House Account,WENDELTA INC,16527,30322
55475,Conversion,Invoice,Invoice,Yes,Complete,BRANDON SERVICE COMPANY INC,5995,USD,46135,Etairos,46173,28242,46165,EBS House Account,BRANDON SERVICE COMPANY INC,16774,32372
55478,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,747.65,USD,46135,Etairos,46173,27077,46165,EBS House Account,SOEFKER SERVICES,16104,31859
55485,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE MEMPHIS/OB,170.88,USD,46136,Etairos,46173,26796,46166,EBS House Account,SM LAWRENCE MEMPHIS/OB,15538,31049
55486,Conversion,Invoice,Invoice,Yes,Complete,HOWARD INDUSTRIES,375,USD,46136,Etairos,46173,27854,46166,EBS House Account,HOWARD INDUSTRIES,16853,31949
55487,Conversion,Invoice,Invoice,Yes,Complete,HOWARD INDUSTRIES,375,USD,46136,Etairos,46173,27854,46166,EBS House Account,HOWARD INDUSTRIES,16853,31949
55488,Conversion,Invoice,Invoice,Yes,Complete,HOWARD INDUSTRIES,2577.91,USD,46136,Etairos,46173,27854,46166,EBS House Account,HOWARD INDUSTRIES,16853,31949
55489,Conversion,Invoice,Invoice,Yes,Complete,HOWARD INDUSTRIES,650,USD,46136,Etairos,46173,27854,46166,EBS House Account,HOWARD INDUSTRIES,16853,31949
55491,Conversion,Invoice,Invoice,Yes,Complete,PIKE COUNTY ARTS BUILDING,1211.51,USD,46136,Etairos,46173,26696,46166,EBS House Account,PIKE COUNTY ARTS BUILDING,17338,30609
55493,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,186.15,USD,46139,Etairos,46173,27958,46169,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55627,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,2117.31,USD,46141,Etairos,46173,27958,46171,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55629,Conversion,Invoice,Invoice,Yes,Complete,INSIGHT PARTNERS - GA,1253.6,USD,46141,Etairos,46173,27833,46171,EBS House Account,INSIGHT PARTNERS - GA,15614,30794
55630,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,5899.78,USD,46141,Etairos,46173,27958,46171,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55631,Conversion,Invoice,Invoice,Yes,Complete,INTEGRITY MECHANICAL SOLUTIONS,1102.79,USD,46141,Etairos,46173,27156,46171,EBS House Account,INTEGRITY MECHANICAL SOLUTIONS,15668,31266
55633,Conversion,Invoice,Invoice,Yes,Complete,BRANDON SERVICE COMPANY INC,5995,USD,46141,Etairos,46173,28242,46171,EBS House Account,BRANDON SERVICE COMPANY INC,16774,32372
55640,Conversion,Invoice,Invoice,Yes,Complete,WEST POINT HOTEL LLC,615.25,USD,46142,Etairos,46173,26240,46172,EBS House Account,WEST POINT HOTEL LLC,16439,31516
55644,Conversion,Invoice,Invoice,Yes,Complete,OCHSNER HEALTH SYSTEM,1325,USD,46142,Etairos,46173,26578,46172,EBS House Account,OCHSNER HEALTH SYSTEM,17173,32234
55650,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER REFRIGERATION,244.3,USD,46142,Etairos,46173,26990,46172,EBS House Account,SOEFKER REFRIGERATION,17119,32223
55651,Conversion,Invoice,Invoice,Yes,Complete,ST JUDE CHILDREN'S HOSPITAL,1460,USD,46142,Etairos,46173,28327,46172,EBS House Account,ST JUDE CHILDREN'S HOSPITAL,16221,31882
55652,Conversion,Invoice,Invoice,Yes,Complete,ST JUDE CHILDREN'S HOSPITAL,7399,USD,46142,Etairos,46173,28327,46172,EBS House Account,ST JUDE CHILDREN'S HOSPITAL,16221,31882
55654,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,220.95,USD,46142,Etairos,46173,27958,46172,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55655,Conversion,Invoice,Invoice,Yes,Complete,CBRE GWS LLC,8701.25,USD,46142,Etairos,46173,27144,46202,EBS House Account,CBRE GWS LLC,17365,30626
55658,Conversion,Invoice,Invoice,Yes,Complete,LANDMARK HEATING & AIR,1860.26,USD,46142,Etairos,46173,26262,46172,EBS House Account,LANDMARK HEATING & AIR,15653,30694
28233,Conversion,Invoice,Invoice,Yes,Complete,HAJOCA CORPORATION/ FT SMITH,350,USD,44915,Etairos,46173,28028,44945,EBS House Account,HAJOCA CORPORATION/ FT SMITH,16731,30566
