Account Desc,Source Branch,Source Entity,Account Number,Source Account #,Branch Description,Source Description,Source Product Line,Product Line Description
Consultant-Accounting,[null],Etairos,63815,[null],Memphis,[null],[null],Service
Travel Expense,[null],Etairos,64000,[null],Memphis,[null],[null],Service
Meals,[null],Etairos,64040,[null],Memphis,[null],[null],Service
Entertainment Expense,[null],Etairos,64050,[null],Memphis,[null],[null],Service
Maintenance Expense,[null],Etairos,65000,[null],Memphis,[null],[null],Service
"Training Expense, Professional",[null],Etairos,68000,[null],Memphis,[null],[null],Service
Fees - Bank,[null],Etairos,69100,[null],Memphis,[null],[null],Service
Fees - Payroll,[null],Etairos,69110,[null],Memphis,[null],[null],Service
Insurance,[null],Etairos,69200,[null],Memphis,[null],[null],Service
Property,[null],Etairos,69210,[null],Memphis,[null],[null],Service
Supplies,[null],Etairos,69300,[null],Memphis,[null],[null],Service
Legal,[null],Etairos,74100,[null],Memphis,[null],[null],Service
Accounting,[null],Etairos,74400,[null],Memphis,[null],[null],Service
Property Tax,[null],Etairos,75100,[null],Memphis,[null],[null],Service
Business License,[null],Etairos,75300,[null],Memphis,[null],[null],Service
Other Taxes,[null],Etairos,75500,[null],Memphis,[null],[null],Service
[null],[null],Etairos,[null],[null],Arkansas,[null],[null],[null]
Petty Cash,[null],Etairos,10500,[null],Headquarters,[null],[null],[null]
Trade accounts receivable,[null],Etairos,11010,[null],Headquarters,[null],[null],[null]
Inventory,[null],Etairos,12000,[null],Headquarters,[null],[null],[null]
Prepaid expenses,[null],Etairos,13010,[null],Headquarters,[null],[null],[null]
Fixed Assets,[null],Etairos,14000,[null],Headquarters,[null],[null],[null]
ROUA,[null],Etairos,14400,[null],Headquarters,[null],[null],[null]
Accumulated Depreciation,[null],Etairos,14600,[null],Headquarters,[null],[null],[null]
Intercompany,[null],Etairos,19000,[null],Headquarters,[null],[null],[null]
Accounts payable,[null],Etairos,20000,[null],Headquarters,[null],[null],[null]
Payroll Accrual,[null],Etairos,21000,[null],Headquarters,[null],[null],[null]
Bonus Accrual,[null],Etairos,21015,[null],Headquarters,[null],[null],[null]
SUTA Tax Payable,[null],Etairos,21060,[null],Headquarters,[null],[null],[null]
Benefits Payable,[null],Etairos,21080,[null],Headquarters,[null],[null],[null]
Commissions Payable,[null],Etairos,21090,[null],Headquarters,[null],[null],[null]
Accrued Expenses,[null],Etairos,22010,[null],Headquarters,[null],[null],[null]
Sales tax payable,[null],Etairos,22100,[null],Headquarters,[null],[null],[null]
Billings in Excess of Cost,[null],Etairos,22310,[null],Headquarters,[null],[null],[null]
Short Term Operating Lease,[null],Etairos,22401,[null],Headquarters,[null],[null],[null]
Long-term Liabilities,[null],Etairos,25000,[null],Headquarters,[null],[null],[null]
Notes Payable,[null],Etairos,26000,[null],Headquarters,[null],[null],[null]
Net Parent Investment,[null],Etairos,39080,[null],Headquarters,[null],[null],[null]
Retained earnings,[null],Etairos,39999,[null],Headquarters,[null],[null],[null]
Accounts payable,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Accrued Expenses,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Accumulated Depreciation,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Benefits Payable,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Billings in Excess of Cost,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Bonus Accrual,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Commissions Payable,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Fixed Assets,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Intercompany,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Inventory,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Long-term Liabilities,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Net Parent Investment,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Notes Payable,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Payroll Accrual,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Petty Cash,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Prepaid expenses,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
ROUA,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Retained earnings,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
SUTA Tax Payable,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Sales tax payable,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Short Term Operating Lease,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
Trade accounts receivable,[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
[null],[null],Etairos,[null],[null],Headquarters,[null],[null],[null]
[null],[null],Etairos,[null],[null],Jackson,[null],[null],[null]
[null],[null],Etairos,[null],[null],Memphis,[null],[null],[null]
[null],[null],Etairos,[null],[null],[null],[null],[null],[null]
