Invoice Number,INVOICE_ID,Invoice Amount,Invoice date,INVOICE_CURRENCY_CODE,SOURCE,Invoice Type,INVOICE_DESCRIPTION,SUPPLIER_NUMBER,SUPPLIER_NAME,LINE_NUMBER,LINE_TYPE,LINE_AMOUNT,LINE_DESCRIPTION,CHARGE_ACCOUNT
6334,106015,7119.4,2026-02-02,USD,Conversion,STANDARD,FB: PO# - 26-10469,101002,JUST RIGHT HEATING & COOLING INC,1,ITEM,7119.4,Dorse_Line_1,1510.1601.000.000.115101.0000.000
6377849-00,106003,299.76,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11242,100716,CASCADE WHOLESALE HARDWARE INC-1,1,ITEM,299.76,Dorse_Line_1,1510.1601.000.000.115101.0000.000
64197214-00,106020,-204.51,2024-12-17,USD,Conversion,CREDIT,Repairs,100308,REFRIGERATION SUPPLIES DISTRIBUTOR,1,ITEM,-204.51,Dorse_Line_1,1510.1601.000.000.115101.0000.000
74485,106006,615,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10390,101042,ECCO MANUFACTURING-WA,1,ITEM,615,Dorse_Line_1,1510.1601.000.000.115101.0000.000
74514,106007,185.99,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-11002,101042,ECCO MANUFACTURING-WA,1,ITEM,185.99,Dorse_Line_1,1510.1601.000.000.115101.0000.000
74778,103711,1270,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 25-16283  PACKING SLIP MUST REFERENCE CUSTOMER PO# 103421    SO Note: Mt. Baker Power ...,101042,ECCO MANUFACTURING-WA,1,ITEM,1270,Dorse_Line_1,1510.1602.100.000.511000.0000.000
75315,106008,1664.05,2026-02-24,USD,Conversion,STANDARD,FB: PO# - 26-11211,101042,ECCO MANUFACTURING-WA,1,ITEM,1664.05,Dorse_Line_1,1510.1601.000.000.115101.0000.000
7668,104106,16068.75,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 25-18837  Created for SO #243535  Quote #: 2502228-4  Site Contact: Eric R 208-660-2876,101195,PRIHODA NORTH AMERICA,1,ITEM,16068.75,Dorse_Line_1,1510.1602.100.000.511000.0000.000
7671,104105,4597.5,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10063  Created for SO #243751  Quote #: 2501823-0  Site Contact: Andrea C 509-734-0669,101195,PRIHODA NORTH AMERICA,1,ITEM,4597.5,Dorse_Line_1,1510.1602.100.000.511000.0000.000
76963287X,104112,796.46,2026-02-02,USD,Conversion,STANDARD,FB: PO# - 26-10201  Created for SO #243971  Quote # TQ00087670  Site Contact: Andrea C 509.734.0...,100428,TUTCO INC,1,ITEM,796.46,Dorse_Line_1,1510.1602.100.000.511000.0000.000
76963591,104113,10093.27,2026-02-04,USD,Conversion,STANDARD,FB: PO# - 26-10280  Created for SO #244149  Quote # TQ00089506  Site Contact: Dave 509.359.0422,100428,TUTCO INC,1,ITEM,10093.27,Dorse_Line_1,1510.1602.100.000.511000.0000.000
80338,103976,654.12,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11202  Created for SO #245721  Site Contact: Matthew Marley 509-781-3555,101196,FANTECH INC / SYSTEMAIR INC,1,ITEM,654.12,Dorse_Line_1,1510.1601.100.000.511000.0000.000
803438,103977,447.12,2026-02-26,USD,Conversion,STANDARD,FB: PO# - 26-11292  Created for SO #245871,101196,FANTECH INC / SYSTEMAIR INC,1,ITEM,447.12,Dorse_Line_1,1510.1601.100.000.511000.0000.000
803459,103002,1475.91,2026-02-26,USD,Conversion,STANDARD,"FB: PO# - 26-11328  Please mark shipment: ""Salon Project""",101196,FANTECH INC / SYSTEMAIR INC,1,ITEM,1475.91,Dorse_Line_1,1510.1601.100.000.511000.0000.000
810307330,103721,2087.17,2026-02-26,USD,Conversion,STANDARD,FB: PO# - 26-10149  Created for SO #243889,101016,GRAINGER (ACH),1,ITEM,2087.17,Dorse_Line_1,1510.1602.100.000.511000.0000.000
810307330 X,103004,217,2026-02-26,USD,Conversion,STANDARD,FB: PO# - 26-10178  Created for SO #243942,101016,GRAINGER (ACH),1,ITEM,217,Dorse_Line_1,1510.1601.100.000.511000.0000.000
8560,103712,6222.42,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10427  Created for SO #244374  Quote 1482  Site Contact: Shawn O 509.325.4505,100652,EP CUSTOM PRODUCTS INC,1,ITEM,6222.42,Dorse_Line_1,1510.1602.100.000.511000.0000.000
8569,103974,19670,2026-02-25,USD,Conversion,STANDARD,"FB: PO# - 26-10322  Per Quote 1921  Please mark shipment: ""McClintock & Turk PO# 5427""",100652,EP CUSTOM PRODUCTS INC,1,ITEM,19670,Dorse_Line_1,1510.1601.100.000.511000.0000.000
90000087991,104104,9709.82,2026-01-18,USD,Conversion,STANDARD,FB: PO# - 25-18416  Created for SO #242727,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,9709.82,Dorse_Line_1,1510.1602.100.000.511000.0000.000
9000088433,103679,1769.46,2026-01-19,USD,Conversion,STANDARD,FB: PO# - 25-18676  Created for SO #243208,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,1769.46,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000090722,103680,14973,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 26-10029  Created for SO #242790  SO Note: Tax code 1800,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,14973,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000090724,103681,2190.78,2026-01-21,USD,Conversion,STANDARD,FB: PO# - 25-17787  Created for SO #241596  SO Note: 20-24-22330 / 616 Battery,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,2190.78,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000100465 X,106037,766.89,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10024,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,766.89,Dorse_Line_1,1510.1601.000.000.115101.0000.000
9000101848X,106036,1438.08,2026-02-02,USD,Conversion,STANDARD,FB: PO# - 26-10024,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,1438.08,Dorse_Line_1,1510.1601.000.000.115101.0000.000
9000103422,103672,3.5,2026-02-01,USD,Conversion,STANDARD,FB: PO# - 26-10277  Created for SO #244143,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,3.5,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000110770,103677,10511.89,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10824  Created for SO #245080  Site Contact: Andrea C 509-734-0669  CUSTOMER CANNOT...,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,10511.89,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000111086,104101,3300,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10474  Created for SO #244453  Site Contact: Eric 509-862-8704,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,3300,Dorse_Line_1,1510.1602.100.000.511000.0000.000
9000111089,103673,27634.82,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10430  Created for SO #244386,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,27634.82,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000114358,103674,71.25,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10826  Created for SO #240443,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,71.25,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000116341,103675,350.58,2026-02-14,USD,Conversion,STANDARD,FB: PO# - 26-10826  Created for SO #240443,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,350.58,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000116728,104102,449.4,2026-02-15,USD,Conversion,STANDARD,FB: PO# - 25-18659  Created for SO #243153  Site Contact: Joey Webb 509-544-8840,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,449.4,Dorse_Line_1,1510.1602.100.000.511000.0000.000
9000116730,103676,206.52,2026-02-15,USD,Conversion,STANDARD,FB: PO# - 25-18577  Created for SO #242365,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,206.52,Dorse_Line_1,1510.1601.100.000.511000.0000.000
9000117643,106038,161.97,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10826A,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,161.97,Dorse_Line_1,1510.1601.000.000.115101.0000.000
9000119767,104103,3260.24,2026-02-18,USD,Conversion,STANDARD,"FB: PO# - 26-10956  Please mark shipment: ""Campbell PO# 1249086 The Wash""",100483,PANASONIC HOME & COMMERCIAL,1,ITEM,3260.24,Dorse_Line_1,1510.1602.100.000.511000.0000.000
9000125855,103678,7672.4,2026-02-25,USD,Conversion,STANDARD,FB: PO# - 26-11043  Created for SO #245477  Site Contact: Eric 509-862-8704,100483,PANASONIC HOME & COMMERCIAL,1,ITEM,7672.4,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91185199,103688,509.72,2026-02-04,USD,Conversion,STANDARD,"FB: PO# - 26-10233  Please mark shipment: ""Total PO# 23492-214075""",101160,TPI CORP (MARKEL),1,ITEM,509.72,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91185965,104110,2449.31,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10614  Created for SO #244694  Quote M2S1L  Site Contact: Vince M (208) 661-9887,101160,TPI CORP (MARKEL),1,ITEM,2449.31,Dorse_Line_1,1510.1602.100.000.511000.0000.000
91186245,104111,2134.63,2026-02-10,USD,Conversion,STANDARD,"FB: PO# - 26-10325  Per quote KWDW1  Please mark shipment: ""McKinstry PO 24313008""",101160,TPI CORP (MARKEL),1,ITEM,2134.63,Dorse_Line_1,1510.1602.100.000.511000.0000.000
91188988,103689,181.05,2026-02-23,USD,Conversion,STANDARD,FB: PO# - 26-11278  Created for SO #245846,101160,TPI CORP (MARKEL),1,ITEM,181.05,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91817565 X,103667,11766,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 25-15851  Created for SO #237352,100851,MODINE MANUFACTURING COMPANY,1,ITEM,11766,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91852004X,103665,2532.82,2026-02-02,USD,Conversion,STANDARD,FB: PO# - 26-10532  Created for SO #244545,100851,MODINE MANUFACTURING COMPANY,1,ITEM,2532.82,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91852079,104100,5438.69,2026-01-30,USD,Conversion,STANDARD,FB: PO# - 26-10421  Created for SO #244363,100851,MODINE MANUFACTURING COMPANY,1,ITEM,5438.69,Dorse_Line_1,1510.1602.100.000.511000.0000.000
91854332,103666,268.88,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 26-11097  Created for SO #245560,100851,MODINE MANUFACTURING COMPANY,1,ITEM,268.88,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91858370,103668,3744.78,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10251  Created for SO #244073,100851,MODINE MANUFACTURING COMPANY,1,ITEM,3744.78,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91858419,103669,2737.34,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10716  Created for SO #244891,100851,MODINE MANUFACTURING COMPANY,1,ITEM,2737.34,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91859160,103670,416.72,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10251  Created for SO #244073,100851,MODINE MANUFACTURING COMPANY,1,ITEM,416.72,Dorse_Line_1,1510.1601.100.000.511000.0000.000
91860145,103671,158.01,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10421  Created for SO #244363,100851,MODINE MANUFACTURING COMPANY,1,ITEM,158.01,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95633745,103321,4261.7,2025-12-31,USD,Conversion,STANDARD,FB: PO# - 25-18118  Created for SO #242221,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4261.7,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95634339CR,103696,-13562.36,2026-01-19,USD,Conversion,CREDIT,Incorrect Payment Credit,100603,VULNIX FIRE PROTECTION,1,ITEM,-13562.36,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95635945,103059,329.01,2026-02-03,USD,Conversion,STANDARD,FB: PO# - 26-10738  Created for SO #244921,100866,GREENHECK FAN CORPORATION (V),1,ITEM,329.01,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95641852,103871,1969.92,2025-12-31,USD,Conversion,STANDARD,FB: PO# - 25-18385  Created for SO #242677  SO Note: Kia Olympia  Attention Todd Willams,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1969.92,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95650212,103310,2635.35,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18283  Created for SO #242457,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2635.35,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95652170,103322,8458.54,2025-12-31,USD,Conversion,STANDARD,"FB: PO# - 25-18068  Louvers originally ordered on 9724187.  That order was canceled, and re-orde...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,8458.54,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95652728,103311,2515.75,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18471  Created for SO #242845,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2515.75,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95652973,103313,4917.7,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18675  Created for SO #243208,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4917.7,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95652974,103314,4203.96,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-17720  Created for SO #241506  Janelle Kaplan  |  Purchasing Coordinator  Hermanson...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4203.96,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95653026,103312,1654.79,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18437  Created for SO #242778,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1654.79,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95653029,103315,1558.27,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18602  Created for SO #243009,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1558.27,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95653121,103316,2564.02,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18090  Created for SO #242148,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2564.02,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95653158,103870,23519.17,2025-12-31,USD,Conversion,STANDARD,FB: PO# - 25-16307  Created for SO #239077  SO Note: Call 48 Hours Prior to Delivery	  Attn: Ans...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,23519.17,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95653159 X,104042,122363.55,2026-01-26,USD,Conversion,STANDARD,FB: PO# - 25-16307  Created for SO #239077  SO Note: Call 48 Hours Prior to Delivery	  Attn: Ans...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,122363.55,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95653710,103317,1055.32,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18219  Created for SO #242347,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1055.32,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95653792,103867,1106.98,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18307  Created for SO #242507,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1106.98,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95654054,103319,1259.81,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18285  Created for SO #242458  Ryan McLaughlin | Sr. Project Manager  430 SW 153rd ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1259.81,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95654177,103868,17358.92,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18246  Created for SO #242289,100866,GREENHECK FAN CORPORATION (V),1,ITEM,17358.92,Dorse_Line_1,1510.1602.100.000.511000.0000.000
9565425,103925,467.45,2026-01-13,USD,Conversion,STANDARD,FB: PO# - 26-10017  Created for SO #243665,100866,GREENHECK FAN CORPORATION (V),1,ITEM,467.45,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95654308,103869,1014.17,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18746  Created for SO #243344,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1014.17,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95654316 X,103340,361.77,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18557  Created for SO #242994,100866,GREENHECK FAN CORPORATION (V),1,ITEM,361.77,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95654367,103318,1796.15,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18584  Created for SO #243045,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1796.15,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95654690,103320,1223.15,2025-12-30,USD,Conversion,STANDARD,FB: PO# - 25-18782  Created for SO #243395,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1223.15,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95654738,103323,19989.28,2025-12-31,USD,Conversion,STANDARD,FB: PO# - 25-18085  Created for SO #241889,100866,GREENHECK FAN CORPORATION (V),1,ITEM,19989.28,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95654940,103324,1186,2025-12-31,USD,Conversion,STANDARD,FB: PO# - 25-18253  Created for SO #240830,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1186,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95655254,103325,7106.02,2025-12-31,USD,Conversion,STANDARD,FB: PO# - 25-18694  Created for SO #243240,100866,GREENHECK FAN CORPORATION (V),1,ITEM,7106.02,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95655317,103872,7758.87,2025-12-31,USD,Conversion,STANDARD,FB: PO# - 25-18421  Created for SO #242738,100866,GREENHECK FAN CORPORATION (V),1,ITEM,7758.87,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95655407,103326,1091.36,2025-12-31,USD,Conversion,STANDARD,FB: PO# - 25-18216  Created for SO #242078,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1091.36,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95655595,103884,2895.9,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18321  Created for SO #242533,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2895.9,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95655660 X,103333,3764.7,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-17692  Created for SO #241455,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3764.7,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95655801,103327,81.57,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-18763  Created for SO #243183,100866,GREENHECK FAN CORPORATION (V),1,ITEM,81.57,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95655892,103873,5075.22,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-18503  Created for SO #242887  Kanvir Bhogal  Project Engineer | (425) 319-3428,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5075.22,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95655933,103329,11990.3,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18283  Created for SO #242457,100866,GREENHECK FAN CORPORATION (V),1,ITEM,11990.3,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95656092,103876,2526.33,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-18420  Created for SO #242734,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2526.33,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656093,103875,3872.76,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-17700  Created for SO #241475,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3872.76,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656098,103877,64064.08,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-17735  Created for SO #241531,100866,GREENHECK FAN CORPORATION (V),1,ITEM,64064.08,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656133,103874,514.2,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-18716  Created for SO #243278,100866,GREENHECK FAN CORPORATION (V),1,ITEM,514.2,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656134,103878,301.98,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-18763  Created for SO #243183,100866,GREENHECK FAN CORPORATION (V),1,ITEM,301.98,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656149,103879,571.97,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-18815  Created for SO #243491,100866,GREENHECK FAN CORPORATION (V),1,ITEM,571.97,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656205,103885,3511.42,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-17904  Created for SO #241803,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3511.42,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656249,103880,700.91,2026-01-02,USD,Conversion,STANDARD,FB: PO# - 25-18869  Created for SO #243611  CarMax 7250 10078267 - 10078310/44299    Ship to CNW...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,700.91,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656291,103881,560.66,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18864  Created for SO #243595  12/31 - Email order and cc receipts to:  allison@leg...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,560.66,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656292,103328,1882,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18504  Created for SO #242611,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1882,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95656334,103331,606.91,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18683  Created for SO #243225,100866,GREENHECK FAN CORPORATION (V),1,ITEM,606.91,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95656378,103330,1803.57,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18600  Created for SO #243008,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1803.57,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95656410,103332,186.37,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 26-10001  Created for SO #243634  SO Note: No Charge per Chad Nowak for warranty replace,100866,GREENHECK FAN CORPORATION (V),1,ITEM,186.37,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95656523,103883,2328.65,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18421  Created for SO #242738,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2328.65,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656524,103882,4061.42,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18449  Created for SO #242801,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4061.42,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656671,103886,95.66,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18629  Created for SO #243106  SO Note: Please notify Matt when this get here    Ma...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,95.66,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656720,103887,4031.4,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-17829  Created for SO #241647,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4031.4,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95656783,103334,103.07,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18862  Created for SO #243554,100866,GREENHECK FAN CORPORATION (V),1,ITEM,103.07,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95656926,103335,2597.03,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18365  Created for SO #242643,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2597.03,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95657094,103337,435.01,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 26-10011  Created for SO #243645,100866,GREENHECK FAN CORPORATION (V),1,ITEM,435.01,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95657295,103336,156.84,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18829  Created for SO #243515    Cameron Chaplik  SHEET METAL GENERAL FOREMAN   // ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,156.84,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95657364,103339,67506.68,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-18465  Created for SO #240948,100866,GREENHECK FAN CORPORATION (V),1,ITEM,67506.68,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95657365,103338,39141.52,2026-01-05,USD,Conversion,STANDARD,FB: PO# - 25-17739  Created for SO #241535,100866,GREENHECK FAN CORPORATION (V),1,ITEM,39141.52,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95657586,103341,739.27,2026-01-06,USD,Conversion,STANDARD,FB: PO# - 26-10036  Created for SO #243692  SO Note: Sterling Starr 2533043862  PO 52919,100866,GREENHECK FAN CORPORATION (V),1,ITEM,739.27,Dorse_Line_1,1510.1601.100.000.511000.0000.000
