Transaction Type,Trx Date,Trx Number/ Cross Ref,Po Number,Customer Name (Only Bill to/ No Ship To),Customer Address,Payment Term,Due Date,Invoice Amount,Salesperson Name,Sales credit percentage
Type,Date,Num,P. O. #,Name,Name Address,Terms,Due Date,Open Balance,,
Invoice,2026-02-02 00:00:00,244378,1022216-63373,Holaday-Parks Inc:HOL-small projects,"4600 S 134th Place Tukwila, WA 98168-3241 USA",Net 30,2026-03-04 00:00:00,1350,House Account,1
Invoice,2026-02-02 00:00:00,244391,KOZ Wetmore,Steele Mechanical:STM-KOZ Wetmore Everett,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 30,2026-03-04 00:00:00,3250,House Account,1
Invoice,2026-02-02 00:00:00,244660,PO037935-1 20-23-24206,Hermanson Company:HER-Tulalip Casino,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-04 00:00:00,804,House Account,1
Invoice,2026-02-02 00:00:00,244372,15215,Blythe Mechanical Inc:BLY-Wilcox Farms,"3000 W Illinois St Bellingham, WA 98225 USA",Net 30,2026-03-04 00:00:00,550,House Account,1
Invoice,2026-02-02 00:00:00,244805-2,2509-2720,Ocean Park Mechanical Inc:OCE-Live Nation TI,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-04 00:00:00,550,House Account,1
Invoice,2026-02-02 00:00:00,244888,6421523-00,RSD Refrigeration Supplies Distributor:RSD-Special Projects,"26021 Atlantic Ocean Dr Lake Forest, CA 92630 USA",Net 30,2026-03-04 00:00:00,150,House Account,1
Invoice,2026-02-02 00:00:00,244775-1,26030030,McKinstry Company:MCK-Artise TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-04 00:00:00,210,House Account,1
Invoice,2026-02-02 00:00:00,243710,63586,DK Systems,"PO Box 886 Burlington, WA 98233 USA",Net 30,2026-03-04 00:00:00,1385,House Account,1
Invoice,2026-02-02 00:00:00,244882,25259.0064,"JH Kelly, LLC:JHK-SIHB Thunderbird Treatment Facility","PO BOX 2038 Longview, WA 98632 USA",Net 30,2026-03-04 00:00:00,305.75,House Account,1
Invoice,2026-02-02 00:00:00,244904,55879  43987,Auburn Mechanical Inc:AUB-Auburn Mechanical - Small Projects,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-04 00:00:00,325,House Account,1
Invoice,2026-02-02 00:00:00,244918,OR8235520,CoolSys Light Commercial Solutions:CoolSys Light - Small Projects,"645 E Missouri Ave, Suite 205, Phoenix Phoenix, AZ 85012 USA",Net 30,2026-03-04 00:00:00,150,House Account,1
Invoice,2026-02-02 00:00:00,243370,1021274-46304,Holaday-Parks Inc:HOL-Boeing 2-80 Duct Silencers R1,"4600 S 134th Place Tukwila, WA 98168-3241 USA",Net 30,2026-03-04 00:00:00,13260,House Account,1
Invoice,2026-02-02 00:00:00,243976-1,125023-08,Comfort Systems USA NW:CNW-Small Projects,"17683 128th Pl NE Woodinville, WA 98072 USA",Net 30,2026-03-04 00:00:00,693.57,House Account,1
Credit Memo,2026-02-02 00:00:00,244942,,"Morgan Mechanical, LLC","12314 134th Ct NE Redmond, WA 98052 USA",Net 30,2026-03-04 00:00:00,-84,House Account,1
Invoice,2026-02-03 00:00:00,244895,030-006,AMS:AMS-Village at 47th,"22129 NE 114th Redmond, WA 98053 USA",Net 30,2026-03-05 00:00:00,881,House Account,1
Invoice,2026-02-03 00:00:00,244954,203229,Elite Mechanical Services:Eli-GH Part,"2625 Reinhardt LN NE STE F Lacey, WA 98516 USA",Net 30,2026-03-05 00:00:00,650,House Account,1
Invoice,2026-02-03 00:00:00,244971,30311,Hoover Commercial Refrigeration Inc,"3302 Cedardale Rd, Ste 300 Mount Vernon, WA 98274 USA",Net 30,2026-03-05 00:00:00,796,House Account,1
Invoice,2026-02-03 00:00:00,244648-1,24344140,McKinstry Company:MCK-KC Metro Equipment Transit Center,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-05 00:00:00,350,House Account,1
Invoice,2026-02-03 00:00:00,244921,BA8235528,CoolSys Light Commercial Solutions:CoolSys Light - Small Projects,"645 E Missouri Ave, Suite 205, Phoenix Phoenix, AZ 85012 USA",Net 30,2026-03-05 00:00:00,460,House Account,1
Invoice,2026-02-03 00:00:00,244846,251402,Acco Engineered Systems (401856):ACC-AT&T Seattle 02 - Burien,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-05 00:00:00,210,House Account,1
Invoice,2026-02-03 00:00:00,244357-1,R260057,Atlas Mechanical Inc.:ATL-Alexan Shoreline East,"428 North Pekin Road Woodland, WA 98674 USA",Net 30,2026-03-05 00:00:00,400,House Account,1
Invoice,2026-02-03 00:00:00,244952,PO927091,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-05 00:00:00,100,House Account,1
Invoice,2026-02-03 00:00:00,244811,KPO00029773,Harris Pacific Northwest LLC:HRG-Harris Pacific NW Small Projects,"3436 Airport Dr Bellingham, WA 98226 USA",Net 30,2026-03-05 00:00:00,1010,House Account,1
Invoice,2026-02-03 00:00:00,244754,689607,"MacDonald-Miller Facility Solutions, Inc.:MAC-Swedish Medical Center North Tower","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-05 00:00:00,1200,House Account,1
Invoice,2026-02-03 00:00:00,242220-1,235212,Acco Engineered Systems (401856):ACC-Redmond East Building 3 SEA135,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-05 00:00:00,9000,House Account,1
Invoice,2026-02-03 00:00:00,243016,404858,Sunset Air:SUN-PTOI Housing Project,"5210 Lacey Boulevard SE Lacey, WA 98503 USA",Net 30,2026-03-05 00:00:00,3695,House Account,1
Invoice,2026-02-04 00:00:00,244441-2,1022319-63374,Holaday-Parks Inc:HOL-small projects,"4600 S 134th Place Tukwila, WA 98168-3241 USA",Net 30,2026-03-06 00:00:00,70,House Account,1
Invoice,2026-02-04 00:00:00,244712,1164-303,Phoenix Mechanical Inc:PHO-Pacific Middle School Replacement P,"11119 Valley Ave E Puyallup, WA 98372 USA",Net 30,2026-03-06 00:00:00,1005,House Account,1
Invoice,2026-02-04 00:00:00,245011,125023-23,Comfort Systems USA NW:CNW-Small Projects,"17683 128th Pl NE Woodinville, WA 98072 USA",Net 30,2026-03-06 00:00:00,1078,House Account,1
Invoice,2026-02-04 00:00:00,244175,BurlingtonLongview1926,"Cowdrey Mechanical Systems LLC:CMS-Burlington - Longview, WA","PO Box 519 Brush Prairie, WA 98606 USA",Net 30,2026-03-06 00:00:00,975,House Account,1
Invoice,2026-02-04 00:00:00,244461,W043265,"Lynden Sheet Metal, Inc:Lyn-Vineyard Replacement FSDs","837 Evergreen Street Lynden, WA 98264 USA",Net 30,2026-03-06 00:00:00,8450,,
Invoice,2026-02-04 00:00:00,243151-1,676829,"MacDonald-Miller Facility Solutions, Inc.:MAC-UW Elevator Modernization Project","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-06 00:00:00,55600,House Account,1
Invoice,2026-02-04 00:00:00,243147,832218015,Flynn BEC LP:Fly-Boeing,"6435 Northwest Drive Mississauga, ON L4V1K2 CANADA",Immediate,2026-02-04 00:00:00,420,,
Invoice,2026-02-04 00:00:00,245084,Owens II,Diamond Heating:DIA-Owens II Astoria,"1425 N Roosevelt Seaside, OR 97138 USA",Net 30,2026-03-06 00:00:00,511,House Account,1
Invoice,2026-02-04 00:00:00,245046,BMM1358,Blue Mountain Mechanical Inc:BLU-Comcast Aberdeen,"9227 Blue Mountain Lane SW, Ste A Tumwater, WA 98512 USA",Net 30,2026-03-06 00:00:00,21.26,House Account,1
Invoice,2026-02-04 00:00:00,244887,54336-9914,United Systems Mechanical Inc:USM-Kendall Chevrolet,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-06 00:00:00,28,House Account,1
Invoice,2026-02-04 00:00:00,244902,2J4470.000064,Auburn Mechanical Inc:AUB-Auburn Mechanical - Small Projects,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-06 00:00:00,335.87,House Account,1
Invoice,2026-02-04 00:00:00,244890,4393-0-233700-7,Holmberg Company:HOM-Honda of Bellevue TI,"12001 SE 9th Pl, Suite 300 Bellevue, WA 98005 USA",Net 30,2026-03-06 00:00:00,449.1,House Account,1
Invoice,2026-02-04 00:00:00,244938,30859,"Morgan Mechanical, LLC","12314 134th Ct NE Redmond, WA 98052 USA",Net 30,2026-03-06 00:00:00,64.73,House Account,1
Invoice,2026-02-04 00:00:00,244932,jm928918,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-03-06 00:00:00,36.12,House Account,1
Invoice,2026-02-04 00:00:00,244329-2,252349,Nordic Temperature Control:NTC-Ace Anacortes Greenhouse,"380 Pease Road Burlington, WA 98233 USA",Net 30,2026-03-06 00:00:00,1350,House Account,1
Invoice,2026-02-04 00:00:00,244903,jm928914,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-03-06 00:00:00,1328.12,House Account,1
Invoice,2026-02-04 00:00:00,244908,JM928915,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-03-06 00:00:00,1085.04,House Account,1
Invoice,2026-02-04 00:00:00,244909,12194,"Emerald Aire, Inc.:Emerald Aire - Special Projects","5108 D St NW Auburn, WA 98001 USA",Net 30,2026-03-06 00:00:00,287.7,House Account,1
Invoice,2026-02-04 00:00:00,244086,PO037796,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-06 00:00:00,807,House Account,1
Invoice,2026-02-04 00:00:00,244990,PO038377-1 14-25-27162,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-06 00:00:00,124.73,House Account,1
Invoice,2026-02-04 00:00:00,243988-5,54282-9891,United Systems Mechanical Inc:USM-Tanager Apartments,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-06 00:00:00,155,House Account,1
Invoice,2026-02-04 00:00:00,244502,S-21883,Premier Mechanical & Electric:Premier Mechanical & Electric GOF,"18915 142nd AVE NE  #240 Woodinville, WA 98072 USA",Net 30,2026-03-06 00:00:00,1350,House Account,1
