Opco,Bill-to,zip_ora,city_ora,Ship to's,state_ora,row_number,PartyNumber,country_ora,address2_ora,address3_ora,validated_at,zip_original,FaxNumber_ora,city_original,record_status,AddressBill-to,AddressShip-to,state_original,PaymentTerm_ora,entity_name_ora,PhoneNumber1_ora,PhoneNumber2_ora,confidence_level,confidence_score,EmailAddress1_ora,EmailAddress2_ora,TaxIdentifier_ora,address1_original,address2_original,ContactPerson1_ora,ContactPerson2_ora,FaxNumber_original,SITE1_address1_ora,SITE2_address1_ora,entity_name_original,PhoneNumber1_original,PhoneNumber2_original,EmailAddress1_original,EmailAddress2_original,TaxIdentifier_original,ContactPerson1_original,ContactPerson2_original
Airetech,Y,72113,NORTH LITTLE ROCK,,AR,76,1075,US,,,2026-01-09 04:29:03,AR,,,READY,,,NORTH LITTLE ROCK,NET 30,ALESSI KEYES,,,HIGH,80,,,,10623 MAUMELLE BLVD,,,,,10623 MAUMELLE BLVD,,ALESSI KEYES,72113,,,,,,
Airetech,Y,75024,PLANO,,TX,77,1076,US,STE 100,,2026-01-09 04:29:05,TX,+19726083703,,READY,,,PLANO,NET 30,ALGIERE CONSTRUCTION SERVICES INC,+19726181100,,HIGH,80,,,,7704 SAN JACINTO PLACE,SUITE 100,Alicia Grills,,972-608-3703,7704 SAN JACINTO PL,,ALGIERE CONSTRUCTION SERVICES INC,75024,,,,,ALICIA GRILLS,
Airetech,Y,72601,HARRISON,N,AR,78,1077,US,,,NaT,AR,+18707410341,,READY,,,HARRISON,NET 30,ALL AMERICAN REFRIGERATION,+18707412653,,HIGH,100,debi.aarhc@gmail.com,,12014085-SLS,DEBI.AARHC@GMAIL.COM,112 W COMMERCIAL AVENUE,Debi Monday,,870-741-0341,112 W COMMERCIAL AVE,,ALL AMERICAN REFRIGERATION,72601,,debi.aarhc@gmail.com,,12014085-SLS,debi monday,
Airetech,Y,72135,ROLAND,,AR,91,1090,US,,,NaT,AR,,,READY,,,ROLAND,NET 30,ALOTIAN CLUB,,,HIGH,100,,,,101 ALOTIAN DRIVE,,Pat,,,101 ALOTIAN DR,,ALOTIAN CLUB,72135,,,,,PAT,
Airetech,Y,72118,NORTH LITTLE ROCK,Y,AR,79,1078,US,,,NaT,AR,+15018513293,,READY,,,NORTH LITTLE ROCK,NET 30,ALL CITY MECHANICAL INV,+15018513236,,HIGH,100,,,168351-60-001,15524 CLINTON ROAD,,,,501-851-3293,15524 CLINTON RD,,ALL CITY MECHANICAL INV,72118,,,,168351-60-001,,
Airetech,Y,35804,HUNTSVILLE,,AL,80,1079,US,,,NaT,AL,,,READY,,,HUNTSVILLE,NET 30,ALL COMFORT HEAT & AIR,,,MEDIUM,70,,,,PO BOX 18817,,,,,PO BOX 18817,,ALL COMFORT HEAT AND AIR,35804,,,,,,
Airetech,Y,74462,STIGLER,,OK,81,1080,US,,,NaT,OK,,,READY,,,STIGLER,NET 30,ALL POINTS CONSTRUCTION,,,HIGH,100,kevinbprentice@gmail.com,,,EMAIL:KEVINBPRENTICE@GMAIL.COM,345 YELLOW ROCK ROAD,Kevin Prentice,,,345 YELLOW ROCK RD,,ALL POINTS CONSTRUCTION,74462,,kevinbprentice@gmail.com,,,KEVIN PRENTICE,
Airetech,Y,74112,TULSA,,OK,82,1081,US,,,2026-01-09 04:29:13,OK,,,READY,,,TULSA,NET 30,ALL PRO SERVICE,+19189334477,,HIGH,80,,,,1180 S 79TH E AVENUE,,Shawn Wright,,,1180 S 79TH E AVE,,ALL PRO SERVICE,74112,,,,,SHAWN WRIGHT,
Airetech,Y,75021,DENISON,,TX,83,1082,US,,,NaT,TX,,,READY,,,DENISON,NET 30,ALL SEASON CO,+19038219014,,HIGH,100,,,,5085 W HWY 84,,Jeremey,,,5085 W HWY 84,,ALL SEASON CO,75021,,,,,JEREMEY,
Airetech,Y,72076,JACKSONVILLE,,AR,84,1083,US,,,NaT,AR,,,READY,,,JACKSONVILLE,NET 30,ALL SEASONS HEATING & COOLING,+15015175099,,HIGH,100,,,,46 NORTH VALLEY DRIVE,,Mike,,,46 N VALLEY DR,,ALL SEASONS HEATING AND COOLING,72076,,,,,MIKE,
Airetech,Y,72756,ROGERS,Y,AR,85,1084,US,,,2026-01-09 04:29:18,AR,,,READY,,,ROGERS,NET 30,ALL WEATHER AIR SERVICE,+14796361369,,HIGH,80,,,,12020 GREENBRIAR LANE,,Brian,,,12020 GREENBRIAR LN,,ALL WEATHER AIR SERVICE,72756,,,,,BRIAN,
Airetech,Y,71901,HOT SPRINGS,,AR,86,1085,US,,,2026-01-09 04:29:20,AR,+15012628192,,READY,,,HOT SPRINGS,NET 30,ALLIANCE RUBBER,+15012628117,,HIGH,80,,,,210 CARPENTER DAM ROAD,,Kathleen Stoddard,,501-262-8192,210 CARPENTER DAM RD,,ALLIANCE RUBBER,71901,,,,,KATHLEEN STODDARD,
Airetech,Y,72113,MAUMELLE,N,AR,87,1086,US,,,NaT,AR,+15012214356,,READY,,,"MAUMELLE,",NET 30,ALLIANCE TECHNOLOGIES INC,+15012214343,,MEDIUM,70,lakita@alliancear.com,,,LAKITA@ALLIANCEAR.COM,PO BOX 13467,Dorothy Hill,,501-221-4356,PO BOX 13467,,ALLIANCE TECHNOLOGIES INC,72113,,lakita@alliancear.com,,,DOROTHY HILL,
Airetech,Y,72770,TONTITOWN,Y,AR,88,1087,US,,,NaT,AR,+14794195894,,READY,,,TONTITOWN,NET 30,ALLIED PLUMBING HEATING & AIR,+14794195608,,MEDIUM,70,,,69365248-001,PO BOX 564,,Heather,,479-419-5894,PO BOX 564,,ALLIED PLUMBING HEATING AND AIR,72770,,,,69365248-001,HEATHER,
Airetech,Y,74112,TULSA,,OK,89,1088,US,,,2026-01-09 04:29:22,OK,+191874486,,READY,,,TULSA,NET 30,ALLIED PLUMBING SERVICE,+19187441000,,HIGH,80,jamie@headrickinc.com,,,EMAIL JAMIE@HEADRICKINC.COM,1407 S HARVARD AVE,Jamie Headrick,,918--74-4-86,1407 S HARVARD AVE,,ALLIED PLUMBING SERVICE,74112,,jamie@headrickinc.com,,,JAMIE HEADRICK,
Airetech,Y,74123,TULSA,,OK,108,1107,US,,,2026-01-09 04:29:46,OK,,,READY,,,TULSA,NET 30,APEX PLUMBING,,,HIGH,80,,,,1111 E ARCHER,,,,,1111 E ARCHER,,APEX PLUMBING,74123,,,,,,
Airetech,Y,72206,LITTLE ROCK,,AR,92,1091,US,,,NaT,AR,,,READY,,,LITTLE ROCK,NET 30,ALUCHEM OF LITTLE ROCK LLC,+15014869106,,HIGH,100,,,,10500 ARCH STREET PICK,,Randy Mauzy,,,10500 ARCH ST PICK,,ALUCHEM OF LITTLE ROCK LLC,72206,,,,,RANDY MAUZY,
Airetech,Y,72766,SPRINGDALE,N,AR,93,1092,US,,,NaT,AR,+14798720423,,READY,,,SPRINGDALE,NET 30,AMERICAN AC MECHANICAL,+14798720361,,MEDIUM,70,invoices@aamcinc.com,,240842-72-001,EMAIL:INVOICES@AAMCINC.COM,PO BOX 6145,Accounts Payable,,479-872-0423,PO BOX 6145,,AMERICAN AC MECHANICAL,72766,,invoices@aamcinc.com,,240842-72-001,ACCOUNTS PAYABLE,
Airetech,Y,74012,BROKEN ARROW,,OK,94,1093,US,,,2026-01-09 04:29:29,OK,,,READY,,,BROKEN ARROW,NET 30,AMERICAN AIR CONDITIONING,+19182584535,,HIGH,80,,,818793,601 NORTH WALNUT,,Susan Hickson,,,601 N WALNUT,,AMERICAN AIR CONDITIONING TULSA,74012,,,,818793,SUSAN HICKSON,
Airetech,Y,75261,DFW AIRPORT,N,TX,95,1094,US,,,NaT,TX,,,READY,,,DFW AIRPORT,NET 30,AMERICAN AIRLINES,+19182543932,,HIGH,100,ipayables.invoice@aa.com,,STS-10189271-,EMAIL:ipayables.invoice@aa.com,4151 AMON CARTER BLVD,Accounts Payable,,,4151 AMON CARTER BLVD,,AMERICAN AIRLINES,75261,,ipayables.invoice@aa.com,,STS-10189271-,ACCOUNTS PAYABLE,
Airetech,Y,72956,VAN BUREN,,AR,96,1095,US,,,2026-01-09 04:29:32,AR,,,READY,,,VAN BUREN,NET 30,AMERICAN ENERGY GUARD,+14794744604,,HIGH,80,,,,1810 S 28TH STREET,,,,,1810 S 28TH ST,,AMERICAN ENERGY GUARD,72956,,,,,,
Airetech,Y,72032,CONWAY,,AR,392,1398,US,,,2026-01-09 04:35:46,AR,,,READY,,,CONWAY,NET 30,DEAN HOOVER,+15013542526,,HIGH,80,,,,4730 BAY HILL,,,,,4730 BAY HILL,,DEAN HOOVER,72032,,,,,,
Airetech,Y,72113,NORTH LITTLE ROCK,,AR,97,1096,US,,,2026-01-09 04:29:33,AR,,,READY,,,NORTH LITTLE ROCK,NET 30,AMERICAN FIRE PROTECTION GROUP,+15017570354,,HIGH,80,,,,11121 RICHARDSON DR,,Jeremy Rickards,,,11121 RICHARDSON DR,,AMERICAN FIRE PROTECTION GROUP,72113,,,,,JEREMY RICKARDS,
Airetech,Y,72033,CONWAY,N,AR,98,1097,US,,,NaT,AR,+15013299119,,READY,,,CONWAY,NET 30,AMERICAN HVAC,+15018374716,,MEDIUM,70,,,224631-23-001,PO BOX 725,,Gary Kerr,,501-329-9119,PO BOX 725,,AMERICAN HVAC,72033,,,,224631-23-001,GARY KERR,
Airetech,Y,74158-1000,TULSA,,OK,99,1098,US,,,NaT,OK,,,READY,,,TULSA,NET 30,AMERICSTAR FENDING PROD,+19188350898,,MEDIUM,70,,,122276,PO BOX 581000,,,,,PO BOX 581000,,AMERICSTAR FENDING PROD,74158-1000,,,,122276,,
Airetech,Y,72756,ROGERS,N,AR,100,1099,US,,,2026-01-09 04:29:35,AR,+15016365604,,READY,,,ROGERS,NET 30,AMO ELECTRIC,+15016364190,,HIGH,80,,,238208-78-003,2214 SOUTH 8TH,,,,501-636-5604,2214 S 8TH,,AMO ELECTRIC,72756,,,,238208-78-003,,
Airetech,Y,72906,FORT SMITH,,AR,101,1100,US,,,NaT,AR,,,READY,,,FORT SMITH,NET 30,AMP CONTROL INC,,,MEDIUM,70,,,,PO BOX 6059,,,,,PO BOX 6059,,AMP CONTROL INC,72906,,,,,,
Airetech,Y,72202,LITTLE ROCK,,AR,102,1101,US,,,2026-01-09 04:29:37,AR,+15013244111,,READY,,,LITTLE ROCK,NET 30,AMR CONSTRUCTION LLC,+15013243111,,HIGH,80,,,,1711 E 14TH STREET,,Manly Roberts,,501-324-4111,1711 E 14TH ST,,AMR CONSTRUCTION LLC,72202,,,,,MANLY ROBERTS,
Airetech,Y,74101,TULSA,,OK,103,1102,US,,,2026-01-09 04:29:39,OK,+19187437600,,READY,,,TULSA,NET 30,AMSCO SUPPLY,+19187439100,,HIGH,80,ap@amscosupply.net,,,AP@AMSCOSUPPLY.NET,2021 S LEWIS AVE #400,Marilynn Tibbs,,918-743-7600,2021 S LEWIS AVE #400,,AMSCO SUPPLY,74101,,ap@amscosupply.net,,,MARILYNN TIBBS,
Airetech,Y,72764,SPRINGDALE,Y,AR,104,1103,US,,,NaT,AR,+14797516607,,READY,,,SPRINGDALE,NET 30,ANDERSON HA,+14797516210,,HIGH,100,accountspayable@andersonair.co,,045878-72-001,ACCOUNTSPAYABLE@ANDERSONAIR.CO,3422 WEST MCRAY AVENUE,,,479-751-6607,3422 W MCRAY AVE,,ANDERSON HA SPRINGDALE,72764,,accountspayable@andersonair.co,,045878-72-001,,
Airetech,Y,74145,TULSA,Y,OK,105,1104,US,,,2026-01-09 04:29:42,OK,+19186639837,,READY,,,TULSA,NET 30,ANDERSON MECHANICAL,+19186272683,,HIGH,80,,,,7902 E 40TH STREET,,Linda Mccormick,,918-663-9837,7902 E 40TH ST,,ANDERSON MECHANICAL OK,74145,,,,,LINDA MCCORMICK,
Airetech,Y,71731-1877,EL DORADO,N,AR,106,1105,US,,,NaT,AR,+18708630809,,READY,,,EL DORADO,NET 30,ANTHONY FOREST PRODUCTS COMPANY,+18708623414,,MEDIUM,70,,,040114-70-001,PO BOX 1877,,,,870-863-0809,PO BOX 1877,,ANTHONY FOREST PRODUCTS COMPANY,71731-1877,,,,040114-70-001,,
Airetech,Y,72160,STUTTGART,N,AR,107,1106,US,,,2026-01-09 04:29:44,AR,+18706738505,,READY,,,STUTTGART,NET 30,AP FABRICATIONS LLC,+18706738504,,HIGH,80,,,00296432-SLS,801 EAST 2ND STREET,,Jessica Sowell,,870-673-8505,801 E 2ND ST,,AP FABRICATIONS LLC,72160,,,,00296432-SLS,JESSICA SOWELL,
Airetech,Y,72210,LITTLE ROCK,,AR,109,1108,US,,,NaT,AR,,,READY,,,LITTLE ROCK,NET 30,APPLETREE CONSTRUCTION,+15019510218,,HIGH,100,,,,1313 HOLLAND LAND,,Gordon Pendergraft,,,1313 HOLLAND LAND,,APPLETREE CONSTRUCTION,72210,,,,,GORDON PENDERGRAFT,
Airetech,Y,74145,TULSA,,OK,110,1109,US,STE 202,,2026-01-09 04:29:51,OK,+19187942993,,READY,,,TULSA,NET 30,APPLIED EQUIPMENT SALES INC,+19186932542,,HIGH,80,,,STS-10012580-,5401 S SHERIDAN ROAD,SUITE 202,Kelly Coday,,918-794-2993,5401 S SHERIDAN RD,,APPLIED EQUIPMENT SALES INC,74145,,,,STS-10012580-,KELLY CODAY,
Airetech,Y,44101,CLEVELAND,Y,OH,111,1110,US,ID #21641346,,NaT,OH,+14405723330,,READY,,,CLEVELAND,NET 30,APPLIED INDUSTRIAL TECHNOLOGIES,+12164264550,,MEDIUM,70,,,019267-78-001,PO BOX 93018,ID#21641346,,,440-572-3330,PO BOX 93018,,APPLIED INDUSTRIAL TECHNOLOGIES,44101,,,,019267-78-001,,
Airetech,Y,72203,LITTLE ROCK,N,AR,112,1111,US,,,NaT,AR,+15015628874,,READY,,,LITTLE ROCK,NET 30,APPLIED SUPPLY INC,+15015626180,,MEDIUM,70,,,037161-78-001,PO BOX 1366,,Tammy Romero,,501-562-8874,PO BOX 1366,,APPLIED SUPPLY INC,72203,,,,037161-78-001,TAMMY ROMERO,
Airetech,Y,72201,LITTLE ROCK,,AR,113,1112,US,5TH FL - BIG MAC,,2026-01-09 04:29:53,AR,,,READY,,,LITTLE ROCK,NET 30,AR BUREAU OF LEGISLATIVE RESEARCH,+1501683022,,HIGH,80,,,,1 CAPITOL MALL,5TH FLOOR - BIG MAC,Lawrence Loe,,,1 CAPITOL MALL,,AR BUREAU OF LEGISLATIVE RESEARCH,72201,,,,,LAWRENCE LOE,
Airetech,Y,74363,QUAPAW,,OK,422,1428,US,,,NaT,OK,,,READY,,,QUAPAW,NET 30,DOWNSTREAM CASINO,,,MEDIUM,70,,,,PO BOX 765,,Diana Reeves,,,PO BOX 765,,DOWNSTREAM CASINO,74363,,,,,DIANA REEVES,
Airetech,Y,72765,SPRINGDALE,N,AR,114,1113,US,,,NaT,AR,+14798720889,,READY,,,SPRINGDALE,NET 30,ARACREBS 1 DBA AR AC & REFRIG,+14796367490,,MEDIUM,70,,,82935324-SLS,PO BOX 1670,,,,479-872-0889,PO BOX 1670,,ARACREBS 1 DBA AR AC AND REFRIG,72765,,,,82935324-SLS,,
Airetech,Y,74147,TULSA,N,OK,115,1114,US,,,NaT,OK,,,READY,,,TULSA,NET 30,ARCTIC REFRIGERATION,+19185930860,,MEDIUM,70,jasone@arokla.com,,,JASONE@AROKLA.COM,PO BOX 970626,Jason Ervin,,,PO BOX 970626,,ARCTIC REFRIGERATION,74147,,jasone@arokla.com,,,JASON ERVIN,
Airetech,Y,,,N,,116,1115,US,,,NaT,,,,REVIEW,,,,,ARIZON COMPANIES COMMISSION,,,LOW,20,,,EXEMPT COMM,,,,,,,,ARIZON COMPANIES COMMISSION,,,,,EXEMPT COMM,,
Airetech,Y,72765,SPRINGDALE,,AR,117,1116,US,,,NaT,AR,+14798720889,,READY,,,SPRINGDALE,NET 30,ARKANSAS AIR COND & REFRIG,+14798720881,,MEDIUM,70,,,,PO BOX 1670,,,,479-872-0889,PO BOX 1670,,ARKANSAS AIR COND AND REFRIG,72765,,,,,,
Airetech,Y,72078,JACKSONVILLE,Y,AR,118,1117,US,,,NaT,AR,,,READY,,,JACKSONVILLE,NET 30,ARKANSAS AIR FLOW INC,+15018351973,,MEDIUM,70,,,,PO BOX 8066,,Kelly,,,PO BOX 8066,,ARKANSAS AIR FLOW INC,72078,,,,,KELLY,
Airetech,Y,23005,ASHLAND,,VA,119,1118,US,,,NaT,VA,,,READY,,,ASHLAND,NET 30,ARKANSAS AUTOMATIC SPRINKLER,+18044592220,,HIGH,100,,,,10343-B KING ACRES ROAD,,,,,10343-B KING ACRES RD,,ARKANSAS AUTOMATIC SPRINKLER,23005,,,,,,
Airetech,Y,72201,LITTLE ROCK,,AR,120,1119,US,STE 101N,,2026-01-09 04:29:58,AR,,,READY,,,LITTLE ROCK,NET 30,ARKANSAS BUILDING AUTHORITY,+16825558,,HIGH,80,,,,501 WOODLANE,SUITE 101N,,,,501 WOODLANE,,ARKANSAS BUILDING AUTHORITY,72201,,,,,,
Airetech,Y,72202,LITTLE ROCK,N,AR,121,1120,US,,,2026-01-09 04:29:59,AR,,,READY,,,LITTLE ROCK,NET 30,ARKANSAS CHILDRENS HOSPITAL,+15013202564,,HIGH,80,accountspayable-ach@archildren,,070041-84-001,ACCOUNTSPAYABLE-ACH@ARCHILDREN,#1 CHILDREN'S WAY,,,,1 CHILDREN'S WAY,,ARKANSAS CHILDRENS HOSPITAL,72202,,accountspayable-ach@archildren,,070041-84-001,,
Airetech,Y,72916,FORT SMITH,Y,AR,122,1121,US,,,NaT,,+14793082266,,READY,,,,NET 30,ARKANSAS COLLEGES OF HEALTH EDU,+14793082243,,MEDIUM,70,,,,PO BOX 10366,FORT SMITH AR,Cathy Mancuso,,479-308-2266,PO BOX 10366,,ARKANSAS COLLEGES OF HEALTH EDU,72916,,,,,CATHY MANCUSO,
Airetech,Y,71611,PINE BLUFF,,AR,123,1122,US,,,NaT,AR,+18708508488,,READY,,,PINE BLUFF,NET 30,ARKANSAS DEPT OF CORRECTION,+18708508511,,MEDIUM,70,,,,PO BOX 6408,,,,870-850-8488,PO BOX 6408,,ARKANSAS DEPT OF CORRECTION,71611,,,,,,
Airetech,Y,72205,LITTLE ROCK,,AR,124,1123,US,SLOT 28,,2026-01-09 04:30:01,AR,+15012804535,,READY,,,LITTLE ROCK,NET 30,ARKANSAS DEPT OF HEALTH,+15012804550,,HIGH,80,,,,4815 W MARKHAM,SLOT 28,,,501-280-4535,4815 W MARKHAM,,ARKANSAS DEPT OF HEALTH,72205,,,,,,
Airetech,Y,72209,LITTLE ROCK,,AR,135,1134,US,,,2026-01-09 04:30:14,AR,,,READY,,,LITTLE ROCK,NET 30,ARMATURE SERVICE COMPANY,,,HIGH,80,,,,4620 WEST 61ST STREET,,Edwin Hairston,,,4620 W 61ST ST,,ARMATURE SERVICE COMPANY,72209,,,,,EDWIN HAIRSTON,
Airetech,Y,72201,LITTLE ROCK,,AR,125,1124,US,ROOM 4A-900,,2026-01-09 04:30:03,AR,,,READY,,,LITTLE ROCK,NET 30,ARKANSAS DEPT OF PARKS & TOURISM,+15016821169,,HIGH,80,,,,1 CAPITOL MALL,ACCOUNTS PAYABLE ROOM 4A-900,,,,1 CAPITOL MALL,,ARKANSAS DEPT OF PARKS AND TOURISM,72201,,,,,,
Airetech,Y,72201,LITTLE ROCK,N,AR,126,1125,US,STE 230C,,2026-01-09 04:30:04,AR,,,READY,,,LITTLE ROCK,NET 30,ARKANSAS DEPT OF VETERAN AFFAIRS,,,HIGH,80,,,00070160-002,501 WOODLANE DR,SUITE 230C,,,,501 WOODLANE DR,,ARKANSAS DEPT OF VETERAN AFFAIRS,72201,,,,00070160-002,,
Airetech,Y,72118,NORTH LITTLE ROCK,N,AR,127,1126,US,,,2026-01-09 04:30:06,AR,+15018345837,,READY,,,"NORTH LITTLE ROCK,",NET 30,ARKANSAS FILTER,+15018356387,,HIGH,80,,,00005332-SLS,3809 MACARTHUR DRIVE,,,,501-834-5837,3809 MACARTHUR DR,,ARKANSAS FILTER,72118,,,,00005332-SLS,,
Airetech,Y,72202,LITTLE ROCK,,AR,128,1127,US,STE 111,,2026-01-09 04:30:07,AR,,,READY,,,LITTLE ROCK,NET 30,ARKANSAS FITNESS & ATHLETICS LLC,+15014252463,,HIGH,80,,,,2400 CANTRELL ROAD,SUITE 111,Jim Eckhart,,,2400 CANTRELL RD,,ARKANSAS FITNESS & ATHLETICS LLC,72202,,,,,JIM ECKHART,
Airetech,Y,72801,RUSSELLVILLE,N,AR,129,1128,US,,,2026-01-09 04:30:09,AR,+14794980288,,READY,,,RUSSELLVILLE,NET 30,ARKANSAS RIVER VALLEY HEATING & A,+14799644004,,HIGH,80,,,46-3592742,707 E 4TH STREET,,Tony Resinger,,479-498-0288,707 E 4TH ST,,ARKANSAS RIVER VALLEY HEATING AND A,72801,,,,46-3592742,TONY RESINGER,
Airetech,Y,72135,ROLAND,,AR,712,1719,US,,,NaT,AR,,,READY,,,ROLAND,NET 30,JOE GRANT,,,HIGH,100,,,,11409 BARRETT ROAD,,Joe Grant,,,11409 BARRETT RD,,JOE GRANT,72135,,,,,JOE GRANT,
Airetech,Y,72467,STATE UNIVERSITY,,AR,130,1129,US,ASU - JONESBORO,,NaT,AR,+18709723834,,READY,,,STATE UNIVERSITY,NET 30,ARKANSAS STATE UNIV JONESBORO,+18709722028,,MEDIUM,70,,,,PO BOX 850,ASU - JONESBORO,,,870-972-3834,PO BOX 850,,ARKANSAS STATE UNIV JONESBORO,72467,,,,,,
Airetech,Y,72012,BEEBE,,AR,131,1130,US,,,NaT,AR,,,READY,,,BEEBE,NET 30,ARKANSAS STATE UNIVERISTY BEEBE,+15018824524,,MEDIUM,70,pjbrackett@asub.edu,,,EMAIL:PJBRACKETT@ASUB.EDU,PO BOX 1000,Pat Brackett,,,PO BOX 1000,,ARKANSAS STATE UNIVERISTY BEEBE,72012,,pjbrackett@asub.edu,,,PAT BRACKETT,
Airetech,Y,72118,NORTH LITTLE ROCK,,AR,132,1131,US,,,2026-01-09 04:30:10,AR,+15017488173,,READY,,,NORTH LITTLE ROCK,NET 30,ARKANSAS SURGICAL HOSPITAL,+15017488074,,HIGH,80,,,,5201 NORTHSHORE DRIVE,,,,501-748-8173,5201 NSHORE DR,,ARKANSAS SURGICAL HOSPITAL,72118,,,,,,
Airetech,Y,72801,RUSSELLVILLE,,AR,133,1132,US,ROOM 302,,2026-01-09 04:30:12,AR,,,READY,,,RUSSELLVILLE,NET 30,ARKANSAS TECH UNIVERSITY,+15019680269,,HIGH,80,,,,1505 N BOULDER AVE,ROOM 302,Accounts Payable,,,1505 N BOULDER AVE,,ARKANSAS TECH UNIVERSITY,72801,,,,,ACCOUNTS PAYABLE,
Airetech,Y,72943,MAGAZINE,N,AR,134,1133,US,,,NaT,AR,+14799696105,,READY,,,MAGAZINE,NET 30,ARKLAHOMA INDUSTRIAL REFRIG INC,+14799696108,,MEDIUM,70,,,298079-42-001,PO BOX 189,,Michael Smith,,479-969-6105,PO BOX 189,,ARKLAHOMA INDUSTRIAL REFRIG INC,72943,,,,298079-42-001,MICHAEL SMITH,
Airetech,Y,74364,ROSE,,OK,719,1726,US,,,NaT,OK,,,READY,,,ROSE,NET 30,JOHN RATCHFORD,+19186981988,,HIGH,100,,,,2888 E 548 ROAD,,,,,2888 E 548 RD,,JOHN RATCHFORD,74364,,,,,,
Airetech,Y,72701,FAYETTEVILLE,Y,AR,136,1135,US,,,2026-01-09 04:30:15,AR,+14794446630,,READY,,,"FAYETTEVILLE,",NET 30,ARMI CONTRACTORS,+14794436506,,HIGH,80,,,286567-72-001,2575 S ARMSTRONG AVE,,,,479-444-6630,2575 S ARMSTRONG AVE,,ARMI CONTRACTORS,72701,,,,286567-72-001,,
Airetech,Y,72764,SPRINGDALE,Y,AR,137,1136,US,,,2026-01-09 04:30:17,AR,,,READY,,,"SPRINGDALE,",NET 30,ARMOR HEATING & AIR,+14793724134,,HIGH,80,invoices@armorheatingandair.com,,54964909-001,INVOICES@ARMORHEATINGANDAIR.CO,2114 DIME DRIVE,Cristy,,,2114 DIME DR,,ARMOR HEATING AND AIR,72764,,invoices@armorheatingandair.com,,54964909-001,CRISTY,
Airetech,Y,72118,NORTH LITTLE ROCK,N,AR,138,1137,US,,,NaT,AR,,,READY,,,NORTH LITTLE ROCK,NET 30,ARNOLD & BLEVINS,+15017586565,,HIGH,100,invoicing@arnoldblevins.com,,,INVOICING@ARNOLDBLEVINS.COM,3716 HARROLD STREET,,,,3716 HARROLD ST,,ARNOLD AND BLEVINS,72118,,invoicing@arnoldblevins.com,,,,
Airetech,Y,72761,SILOAM SPRINGS,,AR,139,1138,US,,,2026-01-09 04:30:20,AR,,,READY,,,SILOAM SPRINGS,NET 30,ARNOLD SHEET METAL,+14799570640,,HIGH,80,,,,708 W TULSA STREET,,Rod Arnold,,,708 W TULSA ST,,ARNOLD SHEET METAL,72761,,,,,ROD ARNOLD,
Airetech,Y,74116,TULSA,,OK,140,1139,US,STE 101,,NaT,OK,+19184375742,,READY,,,TULSA,NET 30,ASHERS COMMERCIL REFG,+19184375130,,HIGH,100,,,OK,10901 E MARSHALL,SUITE 101,Doilene Asher/Cliff,,918-437-5742,10901 E MARSHALL,,ASHERS COMMERCIL REFG,74116,,,,OK,DOILENE ASHER/CLIFF,
Airetech,Y,72131,QUITMAN,,AR,738,1745,US,,,NaT,AR,,,READY,,,QUITMAN,NET 30,KELLY MCLAUGHLIN,,,HIGH,100,,,,44 ASHBERRY LANE,,,,,44 ASHBERRY LN,,KELLY MCLAUGHLIN,72131,,,,,,
Airetech,Y,66215,LENEXA,,KS,141,1140,US,,,2026-01-09 04:30:24,KS,,,READY,,,LENEXA,NET 30,ASSOCIATED AIR PRODUCTS INC,+19138945600,,HIGH,80,,,,14900 W 107TH STREET,,,,,14900 W 107TH ST,,ASSOCIATED AIR PRODUCTS INC,66215,,,,,,
Airetech,Y,74346,JAY,,OK,142,1141,US,,,NaT,OK,+19182080103,,READY,,,JAY,NET 30,AST STORAGE,+19182080100,,MEDIUM,70,,,STS-14276907-,1082 E MONROE AVENUE,PO BOX 329,John Farris,,918-208-0103,PO BOX 329,1082 E MONROE AVE,AST STORAGE,74346,,,,STS-14276907-,JOHN FARRIS,
Airetech,Y,71405,BALL,N,LA,143,1142,US,,,2026-01-09 04:30:26,LA,+14797831252,,READY,,,"BALL,",NET 30,ATCHLEY HEATING & COOLING LLC,+14797851111,,HIGH,80,ap@southernairnow.com,,54413584-SLS,AP@SOUTHERNAIRNOW.COM,6110 MONROE HWY,Accounts Payable,,479-783-1252,6110 MONROE HWY,,ATCHLEY HEATING AND COOLING LLC,71405,,ap@southernairnow.com,,54413584-SLS,ACCOUNTS PAYABLE,
Airetech,Y,72901,FORT SMITH,N,AR,144,1143,US,,,2026-01-09 04:30:27,AR,+14797831252,,READY,,,FORT SMITH,NET 30,ATCHLEY MECHANICAL INC,+14792420444,,HIGH,80,,,72213142-SLS,**USE CUST 1142**,3100 WHEELER AVE,Jennifer Atchley,,479-783-1252,3100 WHEELER AVE,,*ATCHLEY MECHANICAL INC -DO NOT USE,72901,,,,72213142-SLS,JENNIFER ATCHLEY,
Airetech,Y,72114,NORTH LITTLE ROCK,,AR,145,1144,US,,,2026-01-09 04:30:29,AR,,,READY,,,NORTH LITTLE ROCK,NET 30,ATT CITY AIR INC,+18184820880,,HIGH,80,,,,220 FORT ROOTS DRIVE,,John,,,220 FORT ROOTS DR,,ATT CITY AIR INC,72114,,,,,JOHN,
